"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"FABP54",0,1.13530721415728,0.711,0.13,0,"Monocyte progenitors","FABP5"
"RP11-620J15.33",0,1.05388849661114,0.674,0.132,0,"Monocyte progenitors","RP11-620J15.3"
"GAPDH5",0,1.01173774881511,0.996,0.809,0,"Monocyte progenitors","GAPDH"
"CH17-373J23.12",0,1.00900071021317,0.66,0.186,0,"Monocyte progenitors","CH17-373J23.1"
"HSP90B11",0,0.994477719165783,0.852,0.366,0,"Monocyte progenitors","HSP90B1"
"PLAC81",0,0.985882390455725,0.87,0.377,0,"Monocyte progenitors","PLAC8"
"MS4A3",0,0.982946732244353,0.526,0.005,0,"Monocyte progenitors","MS4A3"
"NAA386",0,0.975844445727474,0.847,0.313,0,"Monocyte progenitors","NAA38"
"RAB323",0,0.975530003916792,0.636,0.061,0,"Monocyte progenitors","RAB32"
"ANKRD283",0,0.975244143337725,0.706,0.139,0,"Monocyte progenitors","ANKRD28"
"VAMP85",0,0.97438853384808,0.894,0.446,0,"Monocyte progenitors","VAMP8"
"SERPINB12",0,0.969757156575843,0.794,0.286,0,"Monocyte progenitors","SERPINB1"
"ENO15",0,0.953147620217132,0.903,0.464,0,"Monocyte progenitors","ENO1"
"NUCB24",0,0.935379080690986,0.723,0.271,0,"Monocyte progenitors","NUCB2"
"RP11-160E2.64",0,0.899352088757511,0.6,0.154,0,"Monocyte progenitors","RP11-160E2.6"
"VIM4",0,0.891607306216934,0.983,0.681,0,"Monocyte progenitors","VIM"
"MNDA3",0,0.87940222831441,0.612,0.123,0,"Monocyte progenitors","MNDA"
"GPX14",0,0.870368532249838,0.932,0.473,0,"Monocyte progenitors","GPX1"
"PYCARD3",0,0.866316957664753,0.8,0.247,0,"Monocyte progenitors","PYCARD"
"TXN6",0,0.829190285623103,0.873,0.443,0,"Monocyte progenitors","TXN"
"RPS245",0,0.824708325448625,1,0.985,0,"Monocyte progenitors","RPS24"
"STMN14",0,0.800232751124456,0.796,0.256,0,"Monocyte progenitors","STMN1"
"EGR13",0,0.792356337873987,0.499,0.104,0,"Monocyte progenitors","EGR1"
"KIAA01015",0,0.784939533870383,0.639,0.161,0,"Monocyte progenitors","KIAA0101"
"C14orf23",0,0.771263982572854,0.951,0.672,0,"Monocyte progenitors","C14orf2"
"C1QTNF41",0,0.765776270107272,0.311,0.02,0,"Monocyte progenitors","C1QTNF4"
"IGFBP74",0,0.762946817563224,0.565,0.092,0,"Monocyte progenitors","IGFBP7"
"GRN3",0,0.750985549163323,0.649,0.202,0,"Monocyte progenitors","GRN"
"TNFSF13B3",0,0.678976986229279,0.589,0.114,0,"Monocyte progenitors","TNFSF13B"
"SERPINB10",0,0.666412726439157,0.361,0.005,0,"Monocyte progenitors","SERPINB10"
"RPLP11",0,0.66156529796369,1,0.999,0,"Monocyte progenitors","RPLP1"
"HSBP16",0,0.644245594676051,0.645,0.207,0,"Monocyte progenitors","HSBP1"
"RNASE3",0,0.622624866823009,0.306,0.004,0,"Monocyte progenitors","RNASE3"
"MS4A6A2",5.53470677134904e-306,0.766281013859914,0.448,0.107,1.86486409953834e-301,"Monocyte progenitors","MS4A6A"
"KLF43",6.16645264520198e-304,0.643453262032702,0.55,0.151,2.07772455427436e-299,"Monocyte progenitors","KLF4"
"ATP5G24",7.46914447297816e-302,0.665620541436543,0.982,0.772,2.51665353872526e-297,"Monocyte progenitors","ATP5G2"
"MT-ND15",1.62305849376451e-299,0.671066847194951,0.996,0.928,5.46873328889014e-295,"Monocyte progenitors","MT-ND1"
"JUND2",4.57155268632639e-292,0.919106964570398,0.879,0.473,1.54033896213081e-287,"Monocyte progenitors","JUND"
"HMGN25",6.3264237003714e-290,0.899872688588973,0.95,0.693,2.13162520160314e-285,"Monocyte progenitors","HMGN2"
"SERF24",6.69330263204518e-288,0.606220152497166,0.998,0.954,2.2552413888413e-283,"Monocyte progenitors","SERF2"
"UQCRH5",2.03834745779789e-285,0.697645263049573,0.929,0.636,6.86800792430421e-281,"Monocyte progenitors","UQCRH"
"SNRPE4",6.755068317689e-283,0.741268007973036,0.849,0.434,2.27605271896213e-278,"Monocyte progenitors","SNRPE"
"PPIA5",1.40933859852191e-281,0.668163769458611,0.96,0.729,4.74862547385973e-277,"Monocyte progenitors","PPIA"
"C20orf274",2.80599604522421e-277,0.663106082407741,0.582,0.191,9.45452307477847e-273,"Monocyte progenitors","C20orf27"
"APLP24",1.8287777809085e-274,0.613330451814424,0.649,0.227,6.1618838549931e-270,"Monocyte progenitors","APLP2"
"HSPB13",6.5775121602314e-273,0.797083916796052,0.692,0.289,2.21622694726837e-268,"Monocyte progenitors","HSPB1"
"C4orf483",1.84817308033796e-271,0.633796982485924,0.636,0.209,6.22723437689071e-267,"Monocyte progenitors","C4orf48"
"S100A81",1.06029641233062e-269,1.43961804938499,0.801,0.391,3.57256273170678e-265,"Monocyte progenitors","S100A8"
"MRPL332",3.88753772601342e-269,0.735305139678194,0.778,0.344,1.30986696140296e-264,"Monocyte progenitors","MRPL33"
"H2AFY5",9.54931055344764e-268,0.660778516777463,0.786,0.341,3.21754469787865e-263,"Monocyte progenitors","H2AFY"
"ATP5I3",6.82775771241596e-258,0.727099652823234,0.943,0.624,2.30054468362144e-253,"Monocyte progenitors","ATP5I"
"RNASEH2C3",9.24940106741591e-257,0.641963252278006,0.641,0.239,3.11649319565512e-252,"Monocyte progenitors","RNASEH2C"
"SHFM14",2.94795349869653e-255,0.695392534240287,0.791,0.357,9.93283451850809e-251,"Monocyte progenitors","SHFM1"
"UQCRQ4",1.79583786837096e-248,0.697191081781214,0.897,0.52,6.05089611368911e-244,"Monocyte progenitors","UQCRQ"
"ACTG16",8.30395244124594e-248,0.638704546985426,0.987,0.77,2.79793373555341e-243,"Monocyte progenitors","ACTG1"
"TIMM135",2.91799808224129e-247,0.627123957668227,0.677,0.263,9.83190273830382e-243,"Monocyte progenitors","TIMM13"
"SDF2L11",5.91870695615376e-247,0.641516256303979,0.568,0.192,1.99424912180645e-242,"Monocyte progenitors","SDF2L1"
"TMEM2582",2.26239075095595e-242,0.672699864108707,0.891,0.545,7.62289939627099e-238,"Monocyte progenitors","TMEM258"
"AP2S15",1.74812158378882e-238,0.684564821278829,0.807,0.383,5.89012086441805e-234,"Monocyte progenitors","AP2S1"
"H2AFV4",4.06521376399687e-233,0.716001803901031,0.785,0.376,1.36973312564111e-228,"Monocyte progenitors","H2AFV"
"DBI5",8.65857058999523e-232,0.711319789826577,0.831,0.413,2.91741877459299e-227,"Monocyte progenitors","DBI"
"CD635",1.64745164867861e-231,0.643458285648382,0.738,0.305,5.5509235850577e-227,"Monocyte progenitors","CD63"
"PDIA64",1.5570955249147e-225,0.602895337843847,0.659,0.265,5.24647766164757e-221,"Monocyte progenitors","PDIA6"
"S100A91",2.37997780214509e-225,1.01678454465902,0.81,0.421,8.01909720654765e-221,"Monocyte progenitors","S100A9"
"TSPO4",3.42689511043012e-225,0.728377024825281,0.892,0.517,1.15465803850832e-220,"Monocyte progenitors","TSPO"
"MRPL233",9.98707622819506e-224,0.603717132187159,0.685,0.284,3.36504546432804e-219,"Monocyte progenitors","MRPL23"
"SEC61G2",3.41269045858533e-218,0.667591212747449,0.875,0.545,1.14987192311574e-213,"Monocyte progenitors","SEC61G"
"COX5A6",4.74060121265013e-218,0.650871405646646,0.764,0.362,1.59729817259034e-213,"Monocyte progenitors","COX5A"
"CYBA5",8.70647714084087e-218,0.762791271305318,0.958,0.71,2.93356040783492e-213,"Monocyte progenitors","CYBA"
"ANXA23",1.1432133808701e-215,0.717824046341634,0.639,0.252,3.85194316550372e-211,"Monocyte progenitors","ANXA2"
"SEC61B3",2.24100355954088e-215,0.607235550800177,0.855,0.491,7.55083739351703e-211,"Monocyte progenitors","SEC61B"
"COX8A5",4.93272271156332e-214,0.685960745269824,0.89,0.534,1.66203159043415e-209,"Monocyte progenitors","COX8A"
"CALR5",4.06641174324717e-213,0.931439668227802,0.718,0.375,1.3701367727697e-208,"Monocyte progenitors","CALR"
"TPI16",4.24105362224708e-212,0.620919724804754,0.857,0.473,1.42898060747993e-207,"Monocyte progenitors","TPI1"
"NDUFC25",6.30436816939891e-209,0.620604724544489,0.772,0.368,2.12419381099727e-204,"Monocyte progenitors","NDUFC2"
"MIF3",4.30573310505368e-205,0.695227477046707,0.847,0.519,1.45077371241679e-200,"Monocyte progenitors","MIF"
"SNRPF4",1.58293757987624e-196,0.615846511002415,0.796,0.426,5.333549881635e-192,"Monocyte progenitors","SNRPF"
"RANBP15",8.18849964527946e-190,0.600238205134993,0.75,0.368,2.75903307048046e-185,"Monocyte progenitors","RANBP1"
"NDUFB14",1.97584479667468e-176,0.605479099565918,0.837,0.491,6.65741145791566e-172,"Monocyte progenitors","NDUFB1"
"DUT4",2.92090017559402e-174,0.629984199609521,0.716,0.356,9.84168105164651e-170,"Monocyte progenitors","DUT"
"HMGB23",4.39164481522569e-165,0.613553765246133,0.892,0.579,1.47972080404214e-160,"Monocyte progenitors","HMGB2"
"UBE2C4",7.84424047432165e-142,0.66135687753134,0.302,0.094,2.64303838541794e-137,"Monocyte progenitors","UBE2C"
"IGLL12",1.77248105156722e-127,0.637994751224772,0.263,0.079,5.97219765515058e-123,"Monocyte progenitors","IGLL1"
"ITM2C3",0,2.20049430915893,0.958,0.117,0,"plasmacytoid Dendritic cells","ITM2C"
"IRF82",0,2.1997320880472,0.96,0.087,0,"plasmacytoid Dendritic cells","IRF8"
"GZMB2",0,2.13762189656258,0.75,0.135,0,"plasmacytoid Dendritic cells","GZMB"
"IRF7",0,2.13266480532606,0.928,0.083,0,"plasmacytoid Dendritic cells","IRF7"
"PLD43",0,2.12450085479219,0.922,0.046,0,"plasmacytoid Dendritic cells","PLD4"
"LILRA4",0,2.01554774978341,0.854,0.011,0,"plasmacytoid Dendritic cells","LILRA4"
"JCHAIN1",0,2.01345871549657,0.971,0.161,0,"plasmacytoid Dendritic cells","JCHAIN"
"TCF43",0,1.93341366647191,0.913,0.073,0,"plasmacytoid Dendritic cells","TCF4"
"C12orf754",0,1.910169254085,0.973,0.207,0,"plasmacytoid Dendritic cells","C12orf75"
"PLAC82",0,1.8972133292466,0.982,0.379,0,"plasmacytoid Dendritic cells","PLAC8"
"SERPINF1",0,1.84845997660101,0.707,0.011,0,"plasmacytoid Dendritic cells","SERPINF1"
"NPC24",0,1.7932563309054,0.965,0.358,0,"plasmacytoid Dendritic cells","NPC2"
"CD745",0,1.77083318171317,1,0.675,0,"plasmacytoid Dendritic cells","CD74"
"SOX45",0,1.75165640696412,0.794,0.103,0,"plasmacytoid Dendritic cells","SOX4"
"ALOX5AP2",0,1.73842231807245,0.911,0.221,0,"plasmacytoid Dendritic cells","ALOX5AP"
"CCDC502",0,1.73737651110452,0.876,0.059,0,"plasmacytoid Dendritic cells","CCDC50"
"SEC61B4",0,1.72271319744409,0.984,0.492,0,"plasmacytoid Dendritic cells","SEC61B"
"SCT",0,1.70163182374378,0.692,0.001,0,"plasmacytoid Dendritic cells","SCT"
"PPP1R14B2",0,1.59116568885635,0.776,0.063,0,"plasmacytoid Dendritic cells","PPP1R14B"
"APP",0,1.56647626133967,0.826,0.071,0,"plasmacytoid Dendritic cells","APP"
"RNASE63",0,1.53896500547395,0.872,0.098,0,"plasmacytoid Dendritic cells","RNASE6"
"UGCG",0,1.45912784164578,0.743,0.052,0,"plasmacytoid Dendritic cells","UGCG"
"MZB11",0,1.3870411682121,0.791,0.097,0,"plasmacytoid Dendritic cells","MZB1"
"CLIC32",0,1.35531010670255,0.632,0.066,0,"plasmacytoid Dendritic cells","CLIC3"
"STMN15",0,1.35468538633261,0.813,0.259,0,"plasmacytoid Dendritic cells","STMN1"
"TPM2",0,1.32181171031834,0.579,0.008,0,"plasmacytoid Dendritic cells","TPM2"
"GPX15",0,1.31760412667082,0.978,0.475,0,"plasmacytoid Dendritic cells","GPX1"
"TXN7",0,1.29408780997772,0.928,0.445,0,"plasmacytoid Dendritic cells","TXN"
"DERL3",0,1.28941987021421,0.627,0.038,0,"plasmacytoid Dendritic cells","DERL3"
"BCL11A3",0,1.26695472596362,0.71,0.085,0,"plasmacytoid Dendritic cells","BCL11A"
"VIMP1",0,1.26284734837809,0.76,0.204,0,"plasmacytoid Dendritic cells","VIMP"
"TSPAN134",0,1.2555413787766,0.688,0.087,0,"plasmacytoid Dendritic cells","TSPAN13"
"SPCS1",0,1.2218603831414,0.946,0.501,0,"plasmacytoid Dendritic cells","SPCS1"
"CST34",0,1.18902426619278,0.976,0.313,0,"plasmacytoid Dendritic cells","CST3"
"HLA-DRA5",0,1.18575290782448,0.998,0.442,0,"plasmacytoid Dendritic cells","HLA-DRA"
"PTPRS",0,1.17890264718867,0.48,0.004,0,"plasmacytoid Dendritic cells","PTPRS"
"SPIB2",0,1.17505708854586,0.637,0.029,0,"plasmacytoid Dendritic cells","SPIB"
"HLA-DPA15",0,1.17450544670849,0.963,0.359,0,"plasmacytoid Dendritic cells","HLA-DPA1"
"PLP23",0,1.15600924566256,0.889,0.338,0,"plasmacytoid Dendritic cells","PLP2"
"SMPD3",0,1.14792843975228,0.508,0.004,0,"plasmacytoid Dendritic cells","SMPD3"
"IL3RA1",0,1.13310857071973,0.569,0.011,0,"plasmacytoid Dendritic cells","IL3RA"
"HLA-DPB15",0,1.13236932409119,0.984,0.427,0,"plasmacytoid Dendritic cells","HLA-DPB1"
"VAMP86",0,1.12426608826624,0.931,0.448,0,"plasmacytoid Dendritic cells","VAMP8"
"PTCRA",0,1.12202639864145,0.472,0.003,0,"plasmacytoid Dendritic cells","PTCRA"
"HLA-DMA5",0,1.11807422423906,0.854,0.219,0,"plasmacytoid Dendritic cells","HLA-DMA"
"FCER1A2",0,1.09962171330704,0.562,0.037,0,"plasmacytoid Dendritic cells","FCER1A"
"LDLRAD41",0,1.09746427493582,0.562,0.059,0,"plasmacytoid Dendritic cells","LDLRAD4"
"LRRC26",0,1.09452692963732,0.484,0.006,0,"plasmacytoid Dendritic cells","LRRC26"
"FCER1G4",0,1.06673546154999,0.928,0.276,0,"plasmacytoid Dendritic cells","FCER1G"
"GAPT3",0,1.06607367212211,0.614,0.055,0,"plasmacytoid Dendritic cells","GAPT"
"LILRB42",0,1.06242736038447,0.596,0.03,0,"plasmacytoid Dendritic cells","LILRB4"
"CYB561A31",0,1.05188504725682,0.632,0.108,0,"plasmacytoid Dendritic cells","CYB561A3"
"TGFBI3",0,1.02497779722217,0.637,0.063,0,"plasmacytoid Dendritic cells","TGFBI"
"IRF41",0,1.02250772720877,0.478,0.019,0,"plasmacytoid Dendritic cells","IRF4"
"GRN4",0,1.0077574579508,0.794,0.203,0,"plasmacytoid Dendritic cells","GRN"
"HLA-DRB15",0,1.00657092483457,0.952,0.355,0,"plasmacytoid Dendritic cells","HLA-DRB1"
"PTPRE4",0,0.984112093957947,0.696,0.151,0,"plasmacytoid Dendritic cells","PTPRE"
"RAB11FIP14",0,0.979666708137175,0.645,0.128,0,"plasmacytoid Dendritic cells","RAB11FIP1"
"TRAF4",0,0.976335141042023,0.508,0.031,0,"plasmacytoid Dendritic cells","TRAF4"
"CD682",0,0.972379357626183,0.662,0.108,0,"plasmacytoid Dendritic cells","CD68"
